id,name,weightClass,wins,losses,draws,height,weight,reach,strikesLandedPerMin,strikingAccuracy,strikesAbsorbedPerMin,strikeDefense,takedownAvgPer15Min,takedownAccuracy,takedownDefense,submissionAvgPer15Min,avgFightTime,KoTkoPercentage,SubmissionPercentage,DecisionPercentage,StrikesByStanding,StrikesByClinching,StrikesByGround,StrikesToHead,StrikesToBody,StrikesToLegs,image
heather-jo-clark,Heather Jo Clark,Women's Strawweight Division,7,6,0,66,116,64,5.62,49%,33,80,0.33,4%,0,51,15:00,29%,43%,29%,70%,27%,4%,58%,29%,13%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/70f41d6f-a729-4e31-9ece-bf980bd65dba%252FHeather-Clark_501696_LeftFullBodyImage.png?itok=rhoCkugW
mitsuchi-kuraku,Mitch Clarke,Lightweight Division,11,5,0,70,155.5,73,3.27,34%,64,50,0.43,15%,0,48,10:05,9%,64%,27%,75%,23%,2%,49%,19%,32%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68856/profile-galery/fullbodyleft-picture/Mitch-Clarke_226175_LeftFullBodyImage.png?VersionId=hOE5iyyZAvvzdfb6nFBRjK31r5f7xJN9&itok=mfEjIulq
rich-clementi,Rich Clementi,Lightweight Division,40,14,1,69,156,,2.56,37%,192,26,1.1,42%,0,61,10:57,0%,0%,0%,68%,18%,13%,56%,16%,29%,
chris-clements,Chris Clements,Welterweight Division,12,5,0,70,170,70,2.37,50%,0,32,0.29,0%,0.58,45,10:19,92%,0%,8%,65%,24%,11%,47%,28%,25%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/88149569-43e6-4496-bbb7-7b77f9a00c10%252FChris-Clements_235799_LeftFullBodyImage.png?itok=hvRnvAGR
mark-climaco,Mark Climaco,Flyweight Division,1,1,0,,141.2,,2.9,60%,350,47,0,37%,0.5,58,15:00,0%,0%,0%,81%,17%,2%,39%,22%,40%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/CLIMACO_MARK_L.png?itok=f-Ib8sh-
josh-clopton,Josh Clopton,Featherweight Division,6,2,1,66,145,68,2.87,64%,200,75,0,67%,0,50,15:00,0%,0%,0%,42%,42%,17%,46%,29%,25%,
brian-cobb,Brian Cobb,Lightweight Division,15,5,0,71,155,,3.68,0%,581,0,0,50%,0,56,5:10,0%,0%,0%,0%,0%,0%,0%,0%,0%,
felipe-colares,Felipe Colares,Featherweight Division,10,4,0,68,145,69.5,4.65,45%,188,43,0.51,24%,0,37,14:40,20%,50%,30%,77%,10%,13%,61%,32%,7%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/42e42739-cc49-4303-9987-389fbfc392f9%252FCOLARES_FELIPE_L_05-21.png?itok=A1Fc5tcO
coltin-cole-0,Coltin Cole,Unknown,0,0,0,,217,,0,0%,0,0,0,0%,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-07/COLE_COLTIN_R_07-07.png?itok=OWUMD3Rb
chandler-cole,Chandler Cole,Heavyweight Division,0,1,0,,,,3.59,60%,0,0,0,0%,0,27,6:08,0%,0%,0%,100%,0%,0%,27%,33%,40%,
mark-coleman,Mark Coleman,Light Heavyweight Division,16,10,0,73,205,,2.62,53%,389,50,0.78,40%,0,40,7:00,0%,0%,0%,25%,7%,68%,73%,23%,3%,
clay-collard,Clay Collard,Featherweight Division,14,7,0,71,146,73,5,32%,281,71,0.51,39%,0.51,51,14:42,56%,17%,28%,74%,16%,10%,59%,21%,20%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-07/clay-collard_498027_LeftFullBodyImage.png?VersionId=0cD0o86k98TwSNxZmKMOP23.YEW3FbbT&itok=TPKb8lcH
jamie-colleen,Jamie Colleen,Women's Strawweight Division,4,2,0,63,115.5,65,5.66,62%,52,50,1.55,33%,0,33,14:29,75%,25%,0%,53%,37%,10%,46%,49%,6%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/9be369e5-c6c7-4119-86d6-3ad53544deda%252FJamie-Colleen_635978_LeftFullBodyImage.png?itok=GPLhWdfN
jake-collier,Jake Collier,Heavyweight Division,13,10,0,75,265.5,78.5,5.08,44%,71,68,0.61,33%,0.3,51,10:36,38%,31%,31%,86%,11%,3%,67%,20%,14%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-09/fe8aadbd-65cb-469e-b339-fc14fff68528%252FCOLLIER_JAKE_L_04-30.png?itok=Gi1yXiiQ
christian-colombo,Christian Colombo,Heavyweight Division,8,3,1,77,258,80.5,4.02,45%,0,33,0,0%,0,42,9:47,75%,0%,25%,49%,48%,2%,63%,26%,11%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/43004668-d400-486a-a4ac-86eb288f11a2%252Fchristian-colombo_598805_LeftFullBodyImage.png?itok=f5pAMUh6
wes-combs,Wes Combs,Light Heavyweight Division,12,2,0,74,205,,4.73,48%,0,0,0,0%,0,46,3:17,0%,0%,0%,86%,14%,0%,21%,7%,71%,
carlos-condit,Carlos Condit,Welterweight Division,32,14,0,74,171,75.5,2.67,39%,59,39,0.99,46%,0.39,55,12:10,47%,41%,13%,75%,10%,15%,56%,21%,23%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/67555%252Fprofile-galery%252Ffullbodyleft-picture%252FCONDIT_CARLOS_L_07-10.png?itok=Oo2O1Yno
chris-condo,Chris Condo,Heavyweight Division,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
wang-cong,Wang Cong,Women's Flyweight Division,7,1,0,66,125,65.5,1.86,52%,161,100,1.07,75%,0.54,62,6:59,29%,29%,43%,89%,0%,11%,41%,26%,33%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/CONG_WANG_L_02-08.png?itok=LseC3vue
tristan-connelly,Tristan Connelly,Featherweight Division,14,8,0,70,146,68,2.96,51%,33,60,0.33,14%,0,51,15:00,29%,64%,7%,53%,26%,21%,73%,15%,12%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/CONNELLY_TRISTAN_L_04-24.png?itok=4O0T5F-S
marcos-conrado-junior,Marcos Conrado Junior,Heavyweight Division,0,0,0,,212.5,,9.69,34%,184,0,0,14%,0,36,8:09,0%,0%,0%,100%,0%,0%,77%,15%,8%,
brayen-kobb-2,Bob Cook,Lightweight Division,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
amanda-cooper,Amanda Cooper,Women's Strawweight Division,4,5,0,63,116,64,3.2,44%,153,29,1.83,38%,0,52,8:11,25%,50%,25%,64%,4%,32%,77%,13%,10%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2018-11/COOPER_AMANDA_R.png?VersionId=ozz2G4DgImBh2j.SR4VWSWo_F7E3fUtv&itok=MfytMIls
kit-cope,Kit Cope,Welterweight Division,0,0,0,72,170,,2.12,53%,0,50,3.53,0%,0,36,6:10,0%,0%,0%,30%,50%,20%,70%,20%,10%,
chris-cope,Chris Cope,Welterweight Division,5,4,0,0,171,,4.82,26%,0,80,0,0%,0,50,7:53,0%,0%,0%,85%,15%,0%,43%,28%,30%,
josh-copeland,Josh Copeland,Heavyweight Division,9,2,0,73,264,75,3.01,32%,0,57,0,0%,0,55,14:06,33%,44%,22%,66%,34%,0%,69%,28%,3%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/5e4039ef-931a-4cad-8196-9375aac37281%252Fjosh-copeland_497499_LeftFullBodyImage.png?itok=vPRkABjJ
michael-cora,Michael Cora,Welterweight Division,4,2,0,71,171,77,0.13,29%,0,25,0,0%,0,67,15:00,100%,0%,0%,17%,8%,75%,100%,0%,0%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/8369eacb-c2fb-4dd8-b858-b536602ebe0f%252FMichael-Cora_631545_LeftFullBodyImage.png?itok=HvTFauEf
akira-corassani,Akira Corassani,Featherweight Division,14,7,1,68,145,67,4.91,45%,70,87,0,29%,0,50,7:07,8%,23%,69%,87%,13%,0%,58%,20%,22%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-08/Akira-Corassani_238066_LeftFullBodyImage.png?itok=-aqgrntK
cory-corbin,Cory Corbin,Unknown,0,0,0,,254,,0,0%,0,0,0,0%,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,
daniel-cormier,Daniel Cormier,Heavyweight Division,22,3,0,71,236,72.5,2.92,53%,183,80,0.42,45%,0.26,55,12:27,45%,23%,32%,59%,21%,19%,74%,14%,12%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-08/CORMIER_DANIEL_L_08-15.png?VersionId=8c0xGmF.jAN.__8bESM5BDrDOjfgi0MX&itok=uY_WNCzg
nora-cornolle,Nora Cornolle,Women's Bantamweight Division,8,2,0,67,136,67,2.18,54%,39,50,0,11%,0.39,62,12:42,75%,13%,13%,59%,39%,2%,34%,36%,30%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/2/CORNOLLE_NORA_L_09-28.png?itok=eYwfCinP
jonathan-correa,Jonathan Correa,Unknown,0,0,0,,,,0,0%,0,0,0,0%,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,
bethe-correia,Bethe Correia,Women's Bantamweight Division,11,6,1,65,138.5,64,4.93,44%,39,86,0,18%,0,56,12:40,18%,0%,82%,86%,13%,1%,57%,25%,18%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-10/67465%252Fprofile-galery%252Ffullbodyleft-picture%252FCORREIA_BETHE_L_10-02.png?itok=x8d8p1Fs
wesley-correira,Wesley Correira,Heavyweight Division,14,8,0,74,265,,10.33,41%,0,91,0,0%,0.68,41,5:30,0%,0%,0%,51%,48%,2%,88%,8%,5%,
waldo-cortes-acosta,Waldo Cortes Acosta,Heavyweight Division,13,1,0,76,261.5,70,3.47,49%,49,67,0.16,50%,0.49,55,11:26,46%,8%,46%,85%,5%,10%,75%,15%,10%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/CORTES-ACOSTA_WALDO_L_03-15.png?itok=ESQ5yZqX
reyes-cortez,Reyes Cortez,Bantamweight Division,0,2,0,67,135.5,68,7.43,45%,150,100,0,11%,0,53,15:00,0%,0%,0%,85%,15%,0%,61%,22%,17%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-10/71854%252Fprofile-galery%252Ffullbodyleft-picture%252FCORTEZ_REYES_L.png?itok=M_e1FPVh
tracy-cortez,Tracy Cortez,Women's Flyweight Division,11,2,0,65,126,65.5,3.02,48%,209,62,0.26,46%,0,57,16:26,9%,9%,82%,62%,11%,27%,58%,26%,16%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CORTEZ_TRACY_L_07-13.png?itok=-KkNuWqg
orion-cosce,Orion Cosce,Welterweight Division,8,2,0,71,172.5,71,4.02,53%,192,62,0,40%,0,44,11:45,86%,14%,0%,43%,23%,34%,71%,18%,11%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-05/COSCE_ORION_L_05-20.png?itok=g08T3W9M
louis-cosce,Louis Cosce,Welterweight Division,7,2,0,69,170.5,71,5.35,45%,104,50,0.52,20%,1.04,48,9:40,71%,29%,0%,60%,14%,26%,75%,14%,11%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-09/COSCE_LOUIS_L_09-17.png?itok=ghpdamEA
davi-costa,Davi Costa,Unknown,0,0,0,,,,0,0%,0,0,0,0%,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,
alessandro-costa,Alessandro Costa,Flyweight Division,14,4,0,64,140,67,3.5,48%,27,91,0,13%,0.82,58,10:58,33%,50%,17%,76%,10%,14%,56%,20%,24%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-05/COSTA_ALESSANDRO_L_05-04.png?itok=C0huHc3c
paulo-costa,Paulo Costa,Middleweight Division,14,4,0,73,185,72,6.56,58%,36,80,0,75%,0.48,49,12:32,85%,8%,8%,89%,5%,6%,46%,41%,12%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/COSTA_PAULO_L_06-01.png?itok=qmEdWaiH
randy-costa,Randy Costa,Bantamweight Division,6,4,0,69,135,73,7.58,46%,0,50,0,0%,1.69,58,4:26,100%,0%,0%,89%,8%,3%,82%,16%,2%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/COSTA_RANDY_L_07-24.png?itok=hm1bt5Ge
melquizael-costa,Melquizael Costa,Featherweight Division,22,7,0,70,145,71,2.22,46%,226,50,1.29,33%,0,59,9:17,32%,36%,32%,87%,10%,2%,31%,44%,26%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/COSTA_MELQUIZAEL_L_06-15.png?itok=yoNLATLJ
oscar-cota,Oscar Cota,Heavyweight Division,10,2,0,72,263.5,72,2.47,42%,0,60,1,0%,0,41,15:00,0%,0%,0%,40%,0%,60%,80%,0%,20%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-10/68954%252Fprofile-galery%252Ffullbodyleft-picture%252FCOTA_OSCAR_L.png?itok=6aFpvNss
patrick-cote,Patrick Cote,Welterweight Division,24,11,0,71,170,71,3.21,48%,68,44,0.25,21%,0.56,49,10:08,0%,0%,0%,60%,20%,19%,60%,16%,24%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68980/profile-galery/fullbodyleft-picture/Patrick-Cote_334_LeftFullBodyImage.png?VersionId=pxoW2iDojgj.t7T.b.sbuxISSROm45EJ&itok=UfGbFGWN
jc-cottrell,J.C. Cottrell,Lightweight Division,17,5,0,69,155.8,71,2.75,25%,79,50,0,100%,0,45,9:27,12%,65%,24%,100%,0%,0%,67%,7%,27%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-03/jc-cottrell_598739_LeftFullBodyImage.png?VersionId=cxpBpW1h6UsrjJVN2HdlgExiJ4v8Hdi6&itok=P0Knk_VF
jr-coughran-0,JR Coughran,Featherweight Division,4,1,0,,145,,6.8,57%,0,75,0,0%,0,46,6:55,0%,0%,0%,100%,0%,0%,58%,26%,16%,
rashad-coulter,Rashad Coulter,Light Heavyweight Division,9,4,0,71,208,76,6.68,56%,0,63,0,0%,0.77,51,7:46,100%,0%,0%,68%,30%,1%,79%,17%,4%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Rashad_Coulter/COULTER_RASHAD_L.png?itok=sQHY0m81
randy-couture,Randy Couture,Light Heavyweight Division,19,11,0,74,204,75,1.53,58%,278,58,0.48,47%,0.06,59,12:25,0%,0%,0%,29%,30%,41%,75%,12%,13%,
ryan-couture,Ryan Couture,Lightweight Division,6,3,0,70,156,75,2.87,45%,155,47,1.29,29%,0,55,10:49,17%,33%,50%,64%,21%,15%,37%,28%,35%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Ryan_Couture/Ryan-Couture-014.png?VersionId=Fa34czi5C1ya_2mtdrciJxYGz0prlldQ&itok=NbRbsKka
hailey-cowan,Hailey Cowan,Women's Bantamweight Division,7,3,0,68,137.5,67,3.17,42%,150,80,0,33%,0,34,15:00,29%,29%,43%,57%,29%,13%,58%,37%,4%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-08/COWAN_HAILEY_L.png?itok=GdczbP4d
